text,pro,anti,New_Pro,New_Anti
"As countries, including #Ghana call for an increase in investments to end #covid19, we must not reduce our efforts towards the fight against #malaria. @NAkufoAddo  @mohgovgh @malarianomoreuk @IPPFAR @arhrghana @WHO_GHANA @UNFPAGHANA #EndMalariaNow #ZeroMalariaStartsWithYouAndI",0,0,0,0
@GlobalNational Alberta soil is also contaminated with cancer causing toxins from a wood treatment plant.  Does anyone know if this was cleaned up? Alberta Health only fenced around the contaminated area: https://t.co/C4jid7ZKDi,0,0,0,0
"The UK now has the highest number of deaths from Coronavirus in Europe and the 2nd highest in the world

This is such an unfair reflection of all the NHS staff who are doing their very best at this awful time

They are not failing, they are being failed - please RT if you agree https://t.co/mPGUrOqNrq",0,0,0,0
"Just now watching Sir David King the former Chief Scientific Advisor to uk government on @CNN news:-

Interviewer: ""Sir David on a scale of 1 to 10, how do you rate the uk governments on tackaling Covid-19?""

Sir David: ""Is there a number lower than 1?""",0,0,0,0
Extended family members of Canadian citizens and Canadian permanent residents can request a written authorization to travel to Canada. Please note that dependants and spouses of an extended family member don’t qualify under this exemption. Learn more: https://t.co/4kwrqFnvhW.,0,0,0,0
COVID-19 RAPID DIAGNOSTIC TEST KITS developed in Ghana by KNUST in Kumasi👌🏽👌🏽 https://t.co/I8HV1DWku6,0,0,0,0
"Majority of new COVID-19 cases in Alberta linked to social gatherings

https://t.co/VebRCa1WeN",0,0,0,0
This news coming on the day that QLD closes it's borders - that's quite ironic. https://t.co/JKxekaHdAN,0,0,0,0
@scotgov So why are you vastly lagging behind other UK nations in the vaccination program? Don’t you want Scots to have their freedom back?,0,0,0,0
"I know I've been full of doom and gloom but here is some encouraging news to kick off the year. 

It seems likely that current Covid vaccines WILL be able to prevent the new variant B.1.1.7 currently sweeping the UK and elsewhere. https://t.co/KMSfuEph2o",0,0,0,0
"Here are the latest #coronavirus figures for #Lancashire 👇

Head to @BBCSounds and listen live for the latest

🎧 https://t.co/BKIFOpnCLb https://t.co/xL2hSQkqyi",0,0,0,0
Sydney's northern beaches cluster grows to 90 as NSW sets new testing record https://t.co/vHVwzwoUp4,0,0,0,0
"“Even as one variant disrupts a Newfoundland election and other variants silently gather force across the country (expect a national eruption in late March), most provinces are merrily reopening businesses and schools.”
https://t.co/dZTLRXEDSD",0,0,0,0
"""Very ill Covid patients recovering after getting immune system drugs, scientists say""

Ravulizumab is already used to treat rare blood diseases and being tested in UK hospitals.

#Covid19UK @cardiffuni @UKCICstudy  @Complement_BG
https://t.co/k1ZoFIjcxB",0,0,0,0
"Wales' health minister warned that people mixing at Christmas is ""likely"" to mean an increase in coronavirus cases but also acknowledged strict rules would be ""ignored"" by ""a significant amount of people"". https://t.co/g3ZGKhWZGM https://t.co/RjcNanpD3r",0,0,0,0
"Inclusion Ireland is meeting the Minister for Health, Simon Harris, tomorrow. We are to discuss data on Covid in disability services, the reopening of day service supports and involving the voice of people with disabilities, a summer program for children with disabilities and ADM https://t.co/UxXOSX2QmS",0,0,0,0
"LONG THREAD: Digging into UK Covid numbers &amp; what they mean &amp; what's in store... 

TLDR: everything is bad and getting worse. 

Except vaccines. They are a shining light - we just need to give a LOT more of them. 

Read on (25 tweets!)...",0,0,0,0
My heart just melted ❤️ https://t.co/Pd6B4mrwZQ,0,0,0,0
"Today, Britain passed the grim milestone of 40,000 Covid deaths, the world's second highest death toll. @HuffPostUK charts how we got here. https://t.co/RhW5GA5OYH",0,0,0,0
"அடி எல்லாம் பேசி காட்ட கூடாது அடிச்சு காட்டனும் 

#மே1தலதிருவிழா #Valimai https://t.co/hCbRPzQK1P",0,0,0,0
"Remember this failing is ⁦@SercoGroup⁩ not the wonderful #NHS
Coronavirus tests run out in north-east England as cases surge https://t.co/dQCe4MegTO",0,0,0,0
"BREAKING: The first confirmed #COVID19 death of a healthcare worker in Ontario has been reported by William Osler Health System. 

The staff member was a longtime environmental services associate at Brampton Civic Hospital and was cared for in the hospital’s ICU.",0,0,0,0
@RevealedWisdom @RosieBarton we’re here to help 🙌🏼 we’ve been making custom plastics for the #NHL for over 30 years in #Ontario. We’re producing #PPE #faceshields for #hospitals #nursinghomes #dentists #funeralhomes and #produce / #greenhouses. Please share this post &amp; contact us on our fb page #staysafe,0,0,0,0
"NEXT: Love in the time of the coronavirus pandemic. What couples in Canada are saying about how their relationship is holding up under all the stress. @CanuckVet with @VanierInstitute explains at 6:50. #ldnont #COVIDー19
https://t.co/9BHMR2bPLa",0,0,0,0
@thiaghoducrer @_bentolb Odeio vocês,0,0,0,0
"871,685 people in Scotland have been tested for #coronavirus

The total confirmed as positive has risen by 1,429 to 42,685  

Sadly 15 more patients who tested positive have died (2,572 in total)

Latest update ➡ https://t.co/bZPbrCoQux
Health advice ➡ https://t.co/l7rqArB6Qu https://t.co/NU7S1lixHB",0,0,0,0
Most Covid-19 patients admitted to a Sydney hospital in March still have symptoms https://t.co/i0TiVnePXc,0,0,0,0
Deb Frecklington says Queensland had four consecutive years of the highest unemployment in the nation before the pandemic. Is that correct? https://t.co/9wRuZubEUq,0,0,0,0
"The UK now has:

- The highest excess death rate of any country.
- The worst forecast economic recession.
- The joint-lowest government approval rating. https://t.co/k3sSmXjMda",0,0,0,0
20. The cross-party Media &amp; Culture Committee found that the gov’s support for arts was “vague and slow-coming” and “jeopardised UK culture”21. The cross-party Public Accounts Committee found there was an “astonishing failure to plan for the economic impact” of Covid 19,0,0,0,0
"BREAKING: UK #coronavirus hospital deaths rise by 763 in past 24hrs, bringing total to 
18,100. 
* this does not include 1000s more old &amp; vulnerable people who've died with COVID-19 in care homes or community, because Govt can't be bothered to find out exactly how many that is.",0,0,0,0
"Panic buying has returned in Brisbane supermarkets as residents prepare to go into lockdown for three days.

The rush comes despite the premier ensuring all essential retailers, including supermarkets, could remain open during this period. #9News
https://t.co/dVG606VcqU",0,0,0,0
This is a crucial step in fighting #COVID19 . It protects workers and stops the spread. There can be no more delay - Ontario needs #PaidSickDays now! #onpoli #PaidSickDaysSaveLives #WorkersRights https://t.co/Rkp6xc5KcP,0,0,0,0
Testing at Ontario's COVID-19 assessment centres slows to a trickle | CBC News https://t.co/WsKzxQIzH5,0,0,0,0
"Minister for Health Simon Harris says we have weakened the spread of Covid-19 in Ireland, adding that the virus can come back unless people follow public health advice | More: https://t.co/MiEw17PaZB https://t.co/cK43VY4Zzu",0,0,0,0
"Of the 8213 Canadians who have died of COVID-19, I've linked 6849 to residential care. That's 83.3%. 

New tonight is I've added the death of Désiré Buna Ivara, the husband of a health care worker in Quebec, who transmitted COVID-19 to him and he died. 

https://t.co/rtxyvfFyff",0,0,0,0
"📣BREAKING: The Green Party has ensured that if you were overseas when #COVID19 hit, you will not be charged a $3000 #quarantine fee if you need to come home to live!

Please let the NZ ex-pats in your world know about this development. @golrizghahraman  #nzpol https://t.co/I979gAQlI7",0,0,0,0
"With reduced capacity at harm reduction sites, and more people using drugs alone, the #pandemic has brought with it a surge of #overdoses in Canada. Learn how to get your #naloxone kit – free of charge - across the country. https://t.co/jn4J8KDEtc https://t.co/f11c1nukMQ",0,0,0,0
"The UK has one of the worst death tolls in the world, a PM putting politics before public health &amp; a govt that is failing to learn from its mistakes.

Our view at the Observer: we are backing experts' calls for a rapid public inquiry this summer.

https://t.co/P46Oa4AVcl",0,0,0,0
Yo legit this flag is fire! https://t.co/Z50jywU2Lg,0,0,0,0
"Self-isolation when you have symptoms is one of the best ways to reduce the spread of #COVID19, but for some people this isn’t possible at home. Today, I announced funding to provide Canadians in Toronto with a safe place to self-isolate. https://t.co/JQRFOmrCxA https://t.co/ygsGKrYBhR",0,0,0,0
"History will show that as a pandemic swept the globe and the Scottish Govt won the trust of the people, getting them to act, not for themselves, but for others, that BBC Scotland attempted to undermine that trust and erode Scotland's much envied 'one for all' pandemic culture.",0,0,0,0
From the Premier of Alberta #cdnpoli #coronavirus #abpoli #COVID19 https://t.co/woxooKZxM2,0,0,0,0
"Adding this to my list of things to watch, because this is something we’re seeing very clearly in Cumbria - existing inequalities made worse by the pandemic.

“We’re all in the same storm, but we’re not in the same boat” https://t.co/5y2NamiVBm https://t.co/fBCDAW6T8p",0,0,0,0
"NSW Minister for Police David Elliott says #BlackLivesMatter is ""not my sort of cause""

What. The. Actual. Fuck?!?

https://t.co/icFZJMDoAw",0,0,0,0
"Britain loses £120billion per year on tax evasion and avoidance. Let’s avoid a great depression by clawing it back and using it to cut regional equality, invest in public services, support the vulnerable and invest in new enterprises and infrastructures.

https://t.co/GSNcQNSJz9",0,0,0,0
"Last chance to enter to win our Game of Thrones King’s Landing 3D Puzzle!
#RT
#Follow
Comment #Puzzlegiveaway 
Closes at 3pm on 14 April 2020. UK &amp; ROI only. t&amp;c’s on FB and IG
#giveaway #StayHomeSaveLives #win #stayathomegiveaway #GameofThrones https://t.co/9oEGHdrHJO",0,0,0,0
A 106-year-old woman believed to be the UK's oldest patient to recover from coronavirus has been discharged from hospital https://t.co/PSyUwdXPnu,0,0,0,0
"Delighted to confirm that our second #playwork setting, based in West Church Bangor, reopens on Monday. 

Initially limited to 12 #childcare places but we hope to increase our capacity over the coming weeks. 

Looking forward to seeing children again! 

@RathmorePS @playboard_ https://t.co/8hZIAgjYXZ",0,0,0,0
"Has your job been impacted by COVID-19? Belfast Met is offering Fully Funded online Engineering &amp; Construction courses to support you.

Find out more ➡️ https://t.co/KWzfO3nmW1

#MakeItAtTheMet | #LeadingTheCityToWork https://t.co/bRhtrBqq7p",0,0,0,0
"The message is clear: the provinces may talk a lot about what they’re doing to deal with #COVID19, but it’s Ottawa that has stepped up to pay the bills. #StarEditorial https://t.co/SwJclH7J7X",0,0,0,0
"4 ways Australia's coronavirus response was a triumph, and 4 ways it fell short https://t.co/pT8gB78wpa via @ConversationEDU",0,0,0,0
"AAFA’s Medical Scientific Council Shares Statement on Early Pfizer-BioNTech COVID-19 Vaccine Safety Questions for People With Allergies https://t.co/IOm69A8RtU ... 

When in Doubt Speak Out or Up! 🤷🏼‍♀️🥺😷 #Winnipeg #Canada #mbpoli #wpgpoli #Manitoba",0,0,0,0
"My daughters spent months working at the Covid Lab in Milton Keynes, working 12 shifts to fight the pandemic. Panorama thinks it’s ok to send in a desperate wannabe reporter to rubbish their work - ‘Just a bunch of people sitting around doing nothing’  Shame on you @BBCPanorama",0,0,0,0
